Song,Year,ID,Artists,Duration,Popularity,Danceability,Speechiness,Valence
Changes,2018,7AFASza1mXqntmGtbxXprO,XXXTENTACION,121886,78,0.669,0.029,0.52
Mercy,2018,0AS63m1wHv9n4VVRizK6Hc,Shawn Mendes,208733,81,0.555,0.0827,0.356
One Number Away,2018,4gB7HrYHbJVJ5RFOjxmoq4,Luke Combs,221800,76,0.544,0.0311,0.527
Powerglide,2018,1BuZAIO8WZpavWVbbq3Lci,Rae Sremmurd,332300,65,0.713,0.15,0.584
IDGAF,2018,76cy1WJvNGJTj78UqeA5zr,Dua Lipa,217946,80,0.836,0.0943,0.51
Mi Gente,2018,7COfe3P7KgfwDwIRB8LIDw,J Balvin,185040,75,0.548,0.0777,0.288
Believer,2018,0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,204346,88,0.776,0.128,0.666
Old Town Road,2019,2YpeDb67231RjR0MgVLzsG,Lil Nas X,157066,77,0.878,0.102,0.639
Sunflower,2019,0RiRZpuVRbi7oqRdSMwhQY,Post Malone,157560,86,0.755,0.0575,0.925
Without Me,2019,7lQ8MOhq6IN2w8EYcFNSUk,Eminem,290320,88,0.908,0.0738,0.662
Bad Guy,2019,2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,194087,83,0.701,0.375,0.562
Wow.,2019,7xQAfvXzm3AkraOtGPWIZg,Post Malone,149546,83,0.829,0.208,0.388
Happier,2019,2tGvwE8GcFKwNdAXMnlbfl,Olivia Rodrigo,175933,86,0.395,0.133,0.338
7 Rings,2019,6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,178626,84,0.778,0.334,0.327
Talk,2019,0oO1AbL92F6329z13C2qQH,Yeat,174857,77,0.698,0.205,0.252
Sicko Mode,2019,2xLMifQCjDGFmkHkpNLD9h,Travis Scott,312820,85,0.834,0.222,0.446
Sucker,2019,22vgEDb5hykfaTwLuskFGD,Jonas Brothers,181026,81,0.842,0.0588,0.952
High Hopes,2019,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,190946,81,0.579,0.0618,0.681
"Thank U, Next",2019,3e9HZxeyfWwjeyPAMmWSSQ,Ariana Grande,207320,81,0.717,0.0658,0.412
Truth Hurts,2019,3HWzoMvoF3TQfYg4UPszDq,Lizzo,173325,75,0.715,0.114,0.412
Dancing with a Stranger,2019,3xgT3xIlFGqZjYW9QlhJWp,Sam Smith,171029,78,0.741,0.0656,0.347
Señorita,2019,6v3KW9xbzN5yKLt9YKDYA2,Shawn Mendes,190799,81,0.759,0.029,0.749
I Don't Care,2019,3HVWdVOQ0ZA45FuZGSfvns,Ed Sheeran & Justin Bieber,219946,77,0.798,0.0442,0.842
Eastside,2019,7FGq80cy8juXBCD2nrqdWU,benny blanco,170769,80,0.632,0.243,0.329
Going Bad,2019,2IRZnDFmlqMuOrYOLnZZyc,Meek Mill,180522,80,0.889,0.0905,0.544
Shallow,2019,2VxeLyX666F8uXCJ0dZF8B,Lady Gaga,215733,84,0.572,0.0308,0.323
Better,2019,0NwGC0v03ysCYINtg6ns58,Taylor Swift,220306,82,0.496,0.0803,0.665
No Guidance,2019,6XHVuErjQ4XNm6nDPVCxVX,Chris Brown,260640,79,0.696,0.153,0.136
Girls Like You,2019,6V1bu6o1Yo5ZXnsCJU8Ovk,Maroon 5,235545,66,0.851,0.0505,0.448
Sweet but Psycho,2019,7DnAm9FOTWE3cUvso43HhI,Ava Max,187436,81,0.72,0.0473,0.62
Suge,2019,2gwkD6igEhQbDQegRCcdoB,DaBaby,163320,71,0.876,0.426,0.844
Middle Child,2019,2JvzF1RMd7lE3KmFlsyZD8,J. Cole,213593,83,0.837,0.276,0.463
Drip Too Hard,2019,78QR3Wp35dqAhFEc2qAGjE,Lil Baby,145542,84,0.897,0.292,0.389
Someone You Loved,2019,7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,182160,89,0.501,0.0319,0.446
Ransom,2019,1lOe9qE0vR9zwWQAOk6CoO,Lil Tecca,131240,82,0.745,0.287,0.226
If I Can't Have You,2019,2bT1PH7Cw3J9p3t7nlXCdh,Shawn Mendes,191466,74,0.691,0.0623,0.87
Goodbyes,2019,0t3ZvGKlmYmVsDzBJAXK8C,Post Malone,174853,80,0.548,0.081,0.163
Zeze,2019,0FZ4Dmg8jJJAPJnvBIzD9z,Kodak Black,228759,77,0.861,0.176,0.504
Better Now,2019,7dt6x5M1jzdTEt8oCbisTK,Post Malone,231266,82,0.68,0.04,0.341
Youngblood,2019,2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,203417,82,0.596,0.463,0.152
Money in the Grave,2019,5ry2OE6R2zPQFDO85XkgRb,Drake,205426,78,0.831,0.046,0.101
Speechless,2019,3GJ4hzg4lrGwU51Y3VARbF,Dan + Shay,213386,72,0.616,0.0298,0.386
"Break Up with Your Girlfriend, I'm Bored",2019,4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,190440,77,0.726,0.0917,0.335
Please Me,2019,0PG9fbaaHFHfre2gUVo7AN,Cardi B,200889,76,0.747,0.081,0.65
Money,2019,2HbKqm4o0w5wEeEFXm2sD4,Kendrick Lamar,386906,83,0.716,0.122,0.344
You Need to Calm Down,2019,6RRNNciQGZEXnqk8SQ9yv5,Taylor Swift,171360,82,0.771,0.0553,0.714
Panini,2019,1000nHvUdawXuUHgBod4Wv,Lil Nas X,114893,71,0.703,0.0752,0.475
Look Back at It,2019,3Ol2xnObFdKV9pmRD2t9x8,A Boogie Wit da Hoodie,179449,79,0.791,0.0413,0.536
A Lot,2019,2t8yVaLvJ0RenpXUIAC52d,21 Savage,288624,82,0.837,0.086,0.274
Me!,2019,67nepsnrcZkowTxMWigSbb,Travis Scott,246133,91,0.557,0.351,0.397
Mia,2019,3gE4eQH3K83Sght0ZLvuBK,Bad Bunny,210367,78,0.816,0.0617,0.156
Pop Out,2019,6uFn47ACjqYkc0jADwEdj1,Polo G,166560,78,0.772,0.467,0.261
Beautiful Crazy,2019,2rxQMGVafnNaRaXlRMWPde,Luke Combs,193200,82,0.551,0.0262,0.382
Thotiana,2019,5GBuCHuPKx6UC7VsSPK0t3,Blueface,129264,65,0.906,0.269,0.391
Lucid Dreams,2019,285pBltuF7vW8TeWk8hdRR,Juice WRLD,239835,84,0.511,0.2,0.218
Mo Bamba,2019,1xzBco0xcoJEDXktl7Jxrr,Sheck Wes,183906,79,0.729,0.0315,0.261
Beautiful People,2019,70eFcWOvlMObDhURTqT4Fv,Ed Sheeran,197866,75,0.64,0.186,0.546
Wake Up in the Sky,2019,0QIjsbm2fh1cJ45XO9eGqq,Gucci Mane,204664,79,0.8,0.0485,0.367
Whiskey Glasses,2019,6foY66mWZN0pSRjZ408c00,Morgan Wallen,234346,83,0.614,0.0289,0.707
God's Country,2019,04WxWo7XeVyx22xEsrWRUb,Travis Scott,127991,82,0.624,0.0358,0.138
Be Alright,2019,5qrSlOut2rNAWv3ubArkNy,Dean Lewis,196493,79,0.551,0.034,0.493
Pure Water,2019,3j84U36KvLeXNDPv4t5pI8,Mustard,192470,75,0.682,0.127,0.137
The Git Up,2019,2KKijf6Ett4kmVNJze2roh,Blanco Brown,200593,69,0.847,0.109,0.811
Taki Taki,2019,4w8niZpiMy6qz1mntFA5uM,DJ Snake,212500,76,0.842,0.228,0.617
Close to Me,2019,7ABE6G4uQxbNtYgVrpBBPA,The Cure,203266,64,0.725,0.116,0.961
Envy Me,2019,7rvyVWja33WG9R97oeJAjx,Calboy,120133,69,0.74,0.27,0.584
You Say,2019,6Up545NUflOiXo8cEraH49,Lauren Daigle,274693,76,0.494,0.0342,0.0797
"Hey Look Ma, I Made It",2019,22oEJW6r2rMb9z4IntfyEa,Panic! At The Disco,169666,68,0.577,0.0695,0.58
Circles,2019,21jGcNKet2qwijlDFuPiPb,Post Malone,215280,88,0.695,0.0395,0.553
Beer Never Broke My Heart,2019,7aEtlGHoiPAfRB084NiDmx,Luke Combs,186733,80,0.538,0.0481,0.637
The London,2019,7DcvwMAiqKJQD1rrdfxSDx,Young Thug,200106,68,0.796,0.147,0.179
Con Calma,2019,5w9c2J52mkdntKOmRLeM2m,Daddy Yankee,193226,79,0.737,0.0593,0.656
Murder on My Mind,2019,7eBqSVxrzQZtK2mmgRG6lC,YNW Melly,268434,81,0.759,0.0516,0.74
When the Party's Over,2019,43zdsphuZLzwA9k4DJhU0I,Billie Eilish,196077,84,0.367,0.0972,0.198
Act Up,2019,3A2yGHWIzmGEIolwonU69h,City Girls,158332,67,0.938,0.189,0.313
I Like It,2019,58q2HKrzhC3ozto2nDdN4z,Cardi B,253390,79,0.816,0.129,0.65
Trampoline,2019,0lsRatBUs9HNIZAmoGABzk,SHAED,184060,63,0.689,0.0301,0.537
Leave Me Alone,2019,6V7g6qM8wheMivMWrzbPTM,Flipp Dinero,195637,70,0.792,0.0851,0.742
Breathin,2019,4OafepJy2teCjYJbvFE60J,Ariana Grande,198160,71,0.568,0.0433,0.364
Bury a Friend,2019,2y9JpWP3w2W9yMvvZ7ASrW,Billie Eilish,193143,0,0.887,0.349,0.205
Close Friends,2019,5nzhL67GpF9szXWg5y509A,Lil Baby,203881,74,0.676,0.375,0.698
Baby Shark,2019,5ygDXis42ncn6kYG14lEVG,Pinkfong,80927,78,0.829,0.112,0.777
My Type,2019,5KBARWIxeMGkvUax9VtVC9,Saweetie,126446,71,0.899,0.258,0.587
Worth It,2019,0PQoUlzP7ILdcrzpajHXc0,YK Osiris,189253,67,0.749,0.0638,0.459
Only Human,2019,0DiDStADDVh3SvAsoJAFMk,Jonas Brothers,183000,73,0.795,0.0722,0.874
Knockin' Boots,2019,2opQESZb7JsRKCvWMBPeuv,Luke Bryan,200066,68,0.728,0.218,0.643
Trip,2019,6CTWathupIiDs7U4InHnDA,Ella Mai,213993,75,0.477,0.144,0.358
Rumor,2019,56eGOeSsqdg3FLxdo83TwV,Lee Brice,198440,73,0.655,0.0486,0.599
Swervin,2019,1wJRveJZLSb1rjhnUHQiv6,A Boogie Wit da Hoodie,189486,74,0.581,0.303,0.434
How Do You Sleep?,2019,6b2RcmUt1g9N9mQ3CbjX2Y,Sam Smith,202204,71,0.477,0.0925,0.345
Baby,2019,7yNf9YjeO5JXUE3JEBgnYc,Dominic Fike,97960,82,0.762,0.11,0.847
Look What God Gave Her,2019,2KqJC0koTBUyDlsMt5ok1V,Thomas Rhett,168960,71,0.739,0.0308,0.883
Good as You,2019,19kUPdKTp85q9RZNwaXM15,Kane Brown,192053,66,0.626,0.0388,0.769
Clout,2019,59ywHNwwchG4nZJMLyxSzd,Offset,205803,68,0.919,0.0997,0.424
Love Lies,2019,45Egmo7icyopuzJN0oMEdk,Khalid,201707,75,0.708,0.0449,0.338
One Thing Right,2019,4hPpVbbakQNv8YTHYaOJP4,Marshmello,181823,73,0.659,0.045,0.442
Cash Shit,2019,2rMAtCaTj16NptyVfEIeAC,Megan Thee Stallion,192539,66,0.921,0.416,0.549
Tequila,2019,42fw0rxRO2xbesF6mJfd4Y,Dan + Shay,196746,73,0.489,0.0281,0.494
Shotta Flow,2019,5BJMeoCXXgbRAWfp6fTulr,NLE Choppa,176631,73,0.894,0.421,0.567
Hot Girl Summer,2019,5N1o6d8zGcSZSeMFkOUQOk,Megan Thee Stallion,199427,66,0.872,0.155,0.57
Talk You Out of It,2019,4qQwGRtGT7l6ckQtdPEFd4,Florida Georgia Line,202920,62,0.651,0.0376,0.558
Beautiful,2019,2rxQMGVafnNaRaXlRMWPde,Luke Combs,193200,82,0.551,0.0262,0.382
Eyes on You,2019,5AnSllIrgGsCZzZJkVnApx,Chase Rice,182493,69,0.606,0.0281,0.476
All to Myself,2019,08tq1XcHwVt5PHXUo87i0D,Dan + Shay,169920,65,0.646,0.0313,0.565
Boyfriend,2019,59CfNbkERJ3NoTXDvoURjj,Dove Cameron,153000,81,0.345,0.0608,0.232
Walk Me Home,2019,6jfEZdUJ2Yla6h7gTJgKuo,P!nk,177390,66,0.652,0.0445,0.432
Robbery,2019,6iaSML1PIYq936g62BDtBq,Juice WRLD,240050,80,0.623,0.0504,0.566
